Protein IDs	Reporter intensity corrected 1 PNNL SC boost50ng_run1	Reporter intensity corrected 2 PNNL SC boost50ng_run1	Reporter intensity corrected 3 PNNL SC boost50ng_run1	Reporter intensity corrected 4 PNNL SC boost50ng_run1	Reporter intensity corrected 5 PNNL SC boost50ng_run1	Reporter intensity corrected 6 PNNL SC boost50ng_run1	Reporter intensity corrected 7 PNNL SC boost50ng_run1	Reporter intensity corrected 8 PNNL SC boost50ng_run1	Reporter intensity corrected 9 PNNL SC boost50ng_run1	Reporter intensity corrected 10 PNNL SC boost50ng_run1	Reporter intensity 1 PNNL SC boost50ng_run1	Reporter intensity 2 PNNL SC boost50ng_run1	Reporter intensity 3 PNNL SC boost50ng_run1	Reporter intensity 4 PNNL SC boost50ng_run1	Reporter intensity 5 PNNL SC boost50ng_run1	Reporter intensity 6 PNNL SC boost50ng_run1	Reporter intensity 7 PNNL SC boost50ng_run1	Reporter intensity 8 PNNL SC boost50ng_run1	Reporter intensity 9 PNNL SC boost50ng_run1	Reporter intensity 10 PNNL SC boost50ng_run1
P61020;P20339;P51148	7127.5	8155.7	11707	5740	9052.1	8037.2	6835.2	35788	9656.3	1333300	7127.5	8155.7	11707	5740	9052.1	8037.2	6835.2	35788	9656.3	1333300
P61024	359.17	0	469.63	0	527.66	708.29	292.94	6375.7	866.38	216260	359.17	0	469.63	0	527.66	708.29	292.94	6375.7	866.38	216260
P61026;P51153;Q92930;P59190	2975.1	3166.9	4605.1	2126.1	3121.5	3402.8	3591.8	20014	4986.2	590310	2975.1	3166.9	4605.1	2126.1	3121.5	3402.8	3591.8	20014	4986.2	590310
P62837;P61077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P61081	984.34	996.67	998.25	0	725.91	656.91	450.05	3301.9	1040.7	133020	984.34	996.67	998.25	0	725.91	656.91	450.05	3301.9	1040.7	133020
P61086	614.63	1097.2	632.34	419.33	593.36	644.3	379.95	5843.2	820.98	185130	614.63	1097.2	632.34	419.33	593.36	644.3	379.95	5843.2	820.98	185130
P61088;Q5JXB2	10032	13420	16745	7891.8	9383.7	9612.5	10836	69373	12804	2345500	10032	13420	16745	7891.8	9383.7	9612.5	10836	69373	12804	2345500
P61106	7215.2	7400.2	6785.4	4688	5482.9	7169.4	5026.9	43011	6584.8	1341000	7215.2	7400.2	6785.4	4688	5482.9	7169.4	5026.9	43011	6584.8	1341000
P61158;Q9P1U1	15279	18515	20820	10688	13651	14909	16662	121390	16592	4203500	15279	18515	20820	10688	13651	14909	16662	121390	16592	4203500
P61160	3699.4	16757	9220.3	3346.6	7741.4	6846.1	26327	30841	9205.8	979790	3699.4	16757	9220.3	3346.6	7741.4	6846.1	26327	30841	9205.8	979790
P84077;P61204;P84085;P18085	19059	24268	27888	10101	14707	12670	20128	116930	18637	4228000	19059	24268	27888	10101	14707	12670	20128	116930	18637	4228000
P61221	7245.1	7051.3	9406.1	7678.7	8101.2	6278.6	9350.5	33757	6293.8	1170300	7245.1	7051.3	9406.1	7678.7	8101.2	6278.6	9350.5	33757	6293.8	1170300
P61224;P62834;A6NIZ1	8848.5	7714.4	11191	7237.3	10998	8006.4	9920.1	62084	10116	2202100	8848.5	7714.4	11191	7237.3	10998	8006.4	9920.1	62084	10116	2202100
P61247	51382	65572	67927	37222	47221	52838	42158	276910	42260	9427400	51382	65572	67927	37222	47221	52838	42158	276910	42260	9427400
Q9UNX3;P61254	12541	26006	17289	8504.7	14472	7661.1	34812	61694	10324	2605300	12541	26006	17289	8504.7	14472	7661.1	34812	61694	10324	2605300
P61289	20171	24034	46734	21019	26171	16854	41816	30624	16242	840300	20171	24034	46734	21019	26171	16854	41816	30624	16242	840300
P61313	26784	35918	33391	19417	22156	19718	19644	136640	20010	4676100	26784	35918	33391	19417	22156	19718	19644	136640	20010	4676100
P61326;Q96A72	2804.7	3648	2634	1132.9	3108.5	3468	3090.7	32892	2980.3	1003600	2804.7	3648	2634	1132.9	3108.5	3468	3090.7	32892	2980.3	1003600
P61353	9276.4	13310	14005	7569.8	7737.7	8008.1	8519.3	66483	9407.4	2716400	9276.4	13310	14005	7569.8	7737.7	8008.1	8519.3	66483	9407.4	2716400
P61421	10307	12467	13089	6426.7	12343	9981.9	14243	74007	10331	2628500	10307	12467	13089	6426.7	12343	9981.9	14243	74007	10331	2628500
P61513;A6NKH3	4113.7	5954.7	5057.9	3061.3	1273.7	2400.6	3151.2	43967	2876.3	1501000	4113.7	5954.7	5057.9	3061.3	1273.7	2400.6	3151.2	43967	2876.3	1501000
P61604	34384	45156	43136	14303	11962	14883	17729	111680	14262	5226900	34384	45156	43136	14303	11962	14883	17729	111680	14262	5226900
P61619;Q9H9S3	9470.2	11051	11348	4476.2	8844.5	7481.2	11805	68544	9399	2456600	9470.2	11051	11348	4476.2	8844.5	7481.2	11805	68544	9399	2456600
P61626	1009.5	855.87	3082.9	4381.8	7116.4	3362	902.5	29260	1768.1	1162200	1009.5	855.87	3082.9	4381.8	7116.4	3362	902.5	29260	1768.1	1162200
P61803	8131.6	26707	12128	3302.9	7656.3	6058.5	6683.4	53659	7766	2045200	8131.6	26707	12128	3302.9	7656.3	6058.5	6683.4	53659	7766	2045200
P61923	1090.4	1510.2	1352.1	644.15	793.3	646.05	1564.7	7303	1106.4	238800	1090.4	1510.2	1352.1	644.15	793.3	646.05	1564.7	7303	1106.4	238800
P61927	4615.1	9980.4	7062.3	6230.3	14891	30763	27941	87643	11041	3337700	4615.1	9980.4	7062.3	6230.3	14891	30763	27941	87643	11041	3337700
P61956;Q6EEV6	4505.1	4159.2	5639	5616	3500.7	4641.9	5929.9	41111	6933.9	1201200	4505.1	4159.2	5639	5616	3500.7	4641.9	5929.9	41111	6933.9	1201200
P61970	2274.8	3625.3	2410.1	2223.8	3400.8	4253.4	3096.1	31520	3813.1	992560	2274.8	3625.3	2410.1	2223.8	3400.8	4253.4	3096.1	31520	3813.1	992560
P61978	40206	58677	54564	31947	45244	41874	69317	293440	68156	9533000	40206	58677	54564	31947	45244	41874	69317	293440	68156	9533000
P61981	13822	18053	16653	7127	12735	14161	13086	59028	13519	2255600	13822	18053	16653	7127	12735	14161	13086	59028	13519	2255600
P62081	37441	64370	45372	33444	34655	30468	36105	187990	36543	6267400	37441	64370	45372	33444	34655	30468	36105	187990	36543	6267400
P62136	22431	25182	35490	17738	27154	26232	23304	115850	46184	3622400	22431	25182	35490	17738	27154	26232	23304	115850	46184	3622400
P62140	1028.2	1461.1	2559.6	591.59	2021.1	1058.4	3093.9	12413	1404.9	344590	1028.2	1461.1	2559.6	591.59	2021.1	1058.4	3093.9	12413	1404.9	344590
P62191	1457.8	2282.1	2240.3	1172.3	1538.8	1677.7	1557.1	13682	2232.7	455980	1457.8	2282.1	2240.3	1172.3	1538.8	1677.7	1557.1	13682	2232.7	455980
P62195;Q8NB90	5470.2	6211.8	8410.4	3922.7	6624.2	5161.9	7647.3	31100	6907.2	1175700	5470.2	6211.8	8410.4	3922.7	6624.2	5161.9	7647.3	31100	6907.2	1175700
P62241	45656	45405	46617	31473	30448	37504	29141	373290	34792	11204000	45656	45405	46617	31473	30448	37504	29141	373290	34792	11204000
P62244	5517.1	7533.5	6468.1	4741	6207.5	5314.5	4536.8	35560	5427.4	1482200	5517.1	7533.5	6468.1	4741	6207.5	5314.5	4536.8	35560	5427.4	1482200
P62249	6300.3	11877	9196.6	5359.4	16688	6538.2	11914	35764	9694.7	1236300	6300.3	11877	9196.6	5359.4	16688	6538.2	11914	35764	9694.7	1236300
P62258	28115	43205	58227	18289	28733	31043	34260	286720	34407	8998900	28115	43205	58227	18289	28733	31043	34260	286720	34407	8998900
P62263	17497	18485	20255	13337	12263	11770	10779	80096	11600	3153100	17497	18485	20255	13337	12263	11770	10779	80096	11600	3153100
P62266	28883	31240	42805	20427	25617	24318	28923	144500	24501	5218600	28883	31240	42805	20427	25617	24318	28923	144500	24501	5218600
P62269	40584	103790	54175	30353	45315	37181	37298	237920	33416	8929500	40584	103790	54175	30353	45315	37181	37298	237920	33416	8929500
P62277	23746	23592	30296	17999	21595	16853	20181	126580	21384	5188800	23746	23592	30296	17999	21595	16853	20181	126580	21384	5188800
P62280	35252	44095	43642	23612	29889	25599	31729	261160	30520	9948400	35252	44095	43642	23612	29889	25599	31729	261160	30520	9948400
P62304	574.23	322.17	1126.3	846.94	1232.3	827.36	1907.6	7443.9	1167.7	254680	574.23	322.17	1126.3	846.94	1232.3	827.36	1907.6	7443.9	1167.7	254680
P62314	2663.2	16344	30349	40085	49426	3804.5	56421	24235	62929	704680	2663.2	16344	30349	40085	49426	3804.5	56421	24235	62929	704680
P62316	9820.5	11917	13285	8634.6	8680.3	12611	14067	100800	14525	3532300	9820.5	11917	13285	8634.6	8680.3	12611	14067	100800	14525	3532300
P62318	4922.8	7097	6617.8	4124.7	8161.2	5534.7	9400.5	35926	6956.1	1229200	4922.8	7097	6617.8	4124.7	8161.2	5534.7	9400.5	35926	6956.1	1229200
P62328	7958.4	14485	10218	2477.1	3211.1	3110.1	2786.2	20312	3307.7	704600	7958.4	14485	10218	2477.1	3211.1	3110.1	2786.2	20312	3307.7	704600
P62330	1668.7	2171.2	2770.4	1160.2	1743.9	1737.1	2036.1	13218	2300.5	430260	1668.7	2171.2	2770.4	1160.2	1743.9	1737.1	2036.1	13218	2300.5	430260
P62333	10214	17667	14869	6941.6	15098	9280.8	14594	75921	10767	2734100	10214	17667	14869	6941.6	15098	9280.8	14594	75921	10767	2734100
P62424	23135	25581	28185	14495	19743	20312	24006	151440	24931	5489200	23135	25581	28185	14495	19743	20312	24006	151440	24931	5489200
Q15907;P62491;P57735	14168	21362	18261	12685	39927	16472	44863	90157	14627	3087300	14168	21362	18261	12685	39927	16472	44863	90157	14627	3087300
P62495	2035.3	4293	3115	2284.6	2038	1774.1	6022.1	20011	3142.3	650690	2035.3	4293	3115	2284.6	2038	1774.1	6022.1	20011	3142.3	650690
P62633	3820.5	5023.1	4347	2954.8	5067	3232.7	4734.2	20644	3837.4	744700	3820.5	5023.1	4347	2954.8	5067	3232.7	4734.2	20644	3837.4	744700
P62701;P22090;Q8TD47	43275	60399	55613	27439	40987	32608	50034	277150	31406	11646000	43275	60399	55613	27439	40987	32608	50034	277150	31406	11646000
P62736;P63267	320.91	0	0	300.14	0	523.48	0	5071.8	418.86	89939	320.91	0	0	300.14	0	523.48	0	5071.8	418.86	89939
P62750;REV__Q969S3	27926	41092	36536	21772	38359	24865	23423	199180	26471	6754300	27926	41092	36536	21772	38359	24865	23423	199180	26471	6754300
P62753	68763	81287	82012	53859	49848	67819	62082	117630	51703	3873400	68763	81287	82012	53859	49848	67819	62082	117630	51703	3873400
P62805	201710	229750	219520	139840	157560	212550	200330	474970	128340	18387000	201710	229750	219520	139840	157560	212550	200330	474970	128340	18387000
P62820;Q92928	14445	20953	20926	7748.2	10035	8673.8	19306	83344	12885	3166500	14445	20953	20926	7748.2	10035	8673.8	19306	83344	12885	3166500
P62826	37509	38773	43344	23861	37717	43504	107690	308110	51181	10352000	37509	38773	43344	23861	37717	43504	107690	308110	51181	10352000
P62829	11818	18747	15259	7644.2	11079	14031	35251	115710	23706	4501100	11818	18747	15259	7644.2	11079	14031	35251	115710	23706	4501100
P62847	49360	57454	69779	39665	53549	43597	56364	103650	59479	3212900	49360	57454	69779	39665	53549	43597	56364	103650	59479	3212900
P62851	18099	17320	23810	11704	11011	13819	13843	165820	18184	6887500	18099	17320	23810	11704	11011	13819	13843	165820	18184	6887500
P62854;Q5JNZ5	5940.3	8407.8	9011.6	6199.5	6385.9	6717.4	8015.1	91264	10102	2973900	5940.3	8407.8	9011.6	6199.5	6385.9	6717.4	8015.1	91264	10102	2973900
P62857	15782	21651	21652	11844	14041	12883	15082	80008	13375	3129800	15782	21651	21652	11844	14041	12883	15082	80008	13375	3129800
P62861	5393.1	5036.8	5843.2	4057.7	4851	5352.9	3927.6	57391	8056.8	1915700	5393.1	5036.8	5843.2	4057.7	4851	5352.9	3927.6	57391	8056.8	1915700
P62873;Q9HAV0;P16520	4881.9	2776.3	5388.9	3214.7	4157.2	4716.5	5706.9	38935	6810.8	1279500	4881.9	2776.3	5388.9	3214.7	4157.2	4716.5	5706.9	38935	6810.8	1279500
P62879	15942	18442	26750	12185	19852	14546	18360	111470	20199	3751200	15942	18442	26750	12185	19852	14546	18360	111470	20199	3751200
P62888	9102.5	9515.8	12167	3175.5	6328.2	6077.2	7004.3	63784	7801.4	2379000	9102.5	9515.8	12167	3175.5	6328.2	6077.2	7004.3	63784	7801.4	2379000
P62899	27833	37383	39038	22402	46271	22864	29219	161160	44755	6167600	27833	37383	39038	22402	46271	22864	29219	161160	44755	6167600
P62906	30907	44568	46134	25467	36961	28011	29508	171350	31378	7677400	30907	44568	46134	25467	36961	28011	29508	171350	31378	7677400
P62910	8821.8	8995.4	11843	6342.7	9556.7	7058.1	10929	131640	6876.4	4244200	8821.8	8995.4	11843	6342.7	9556.7	7058.1	10929	131640	6876.4	4244200
P62913	21900	26011	27162	15895	16132	15867	20578	122230	16675	4605500	21900	26011	27162	15895	16132	15867	20578	122230	16675	4605500
P62917	17156	20316	25099	20147	28237	21057	28227	93090	26084	3458200	17156	20316	25099	20147	28237	21057	28227	93090	26084	3458200
P62937;P0DN26;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284;P0DN37;O43447;P45877	115330	239020	134980	87074	99195	82223	85976	649990	55684	25976000	115330	239020	134980	87074	99195	82223	85976	649990	55684	25976000
P62942	1158.3	1633	1804.1	1030.6	403.84	1187.3	683	5621.4	1012.3	233860	1158.3	1633	1804.1	1030.6	403.84	1187.3	683	5621.4	1012.3	233860
P62993	8712.9	15153	13830	9594.1	14759	11275	18659	45533	14663	1433600	8712.9	15153	13830	9594.1	14759	11275	18659	45533	14663	1433600
P62995	6667.3	7683.2	8539.1	4774.4	5804.8	8759.6	5253.3	72217	7972.4	2839000	6667.3	7683.2	8539.1	4774.4	5804.8	8759.6	5253.3	72217	7972.4	2839000
P63010	27065	53921	41095	20570	37900	25567	36289	133990	32681	4697800	27065	53921	41095	20570	37900	25567	36289	133990	32681	4697800
P63092;Q5JWF2	4321.7	4791.7	6088.4	3390.6	4471.2	4310.2	6362.9	33073	4421	1137300	4321.7	4791.7	6088.4	3390.6	4471.2	4310.2	6362.9	33073	4421	1137300
P63104	80762	117490	106450	45207	51806	49989	91957	446100	75198	14808000	80762	117490	106450	45207	51806	49989	91957	446100	75198	14808000
P63167	3707.5	11730	6484	4193.8	5947.6	3495.1	7404.3	25367	7240.4	873680	3707.5	11730	6484	4193.8	5947.6	3495.1	7404.3	25367	7240.4	873680
P63173	6410.9	8926.5	10064	4811	6761.7	9182.2	7891.3	89090	9546.3	3259800	6410.9	8926.5	10064	4811	6761.7	9182.2	7891.3	89090	9546.3	3259800
P63208	4903.6	7177.4	7363.5	5751.2	8260.6	5467.2	10485	36117	7987	1333000	4903.6	7177.4	7363.5	5751.2	8260.6	5467.2	10485	36117	7987	1333000
P63218	1563.4	1832.1	1834.5	3081.5	3116.9	2735.5	2071.4	3368.2	5312.8	79759	1563.4	1832.1	1834.5	3081.5	3116.9	2735.5	2071.4	3368.2	5312.8	79759
P63220	2550	3122.6	2261.3	2540.5	2475.5	1988.8	1619.2	13315	1513.2	539180	2550	3122.6	2261.3	2540.5	2475.5	1988.8	1619.2	13315	1513.2	539180
P63241;Q6IS14;Q9GZV4	32368	37113	38998	19361	18634	27194	28644	167050	16858	6876100	32368	37113	38998	19361	18634	27194	28644	167050	16858	6876100
P63244	52250	65186	70417	37908	46798	39015	53745	286360	45317	9693700	52250	65186	70417	37908	46798	39015	53745	286360	45317	9693700
P63261	9511.9	11071	12449	2765.2	3615.1	2831.7	3967.6	35843	6046.4	1210000	9511.9	11071	12449	2765.2	3615.1	2831.7	3967.6	35843	6046.4	1210000
P63279	4615.1	5502.8	7982.4	3254	6180.6	4515.6	5065.3	45525	6719.7	1389300	4615.1	5502.8	7982.4	3254	6180.6	4515.6	5065.3	45525	6719.7	1389300
P63313	7383.5	5553.5	6145.5	1064.4	5029.9	1738.8	5282.3	18556	4421.9	473370	7383.5	5553.5	6145.5	1064.4	5029.9	1738.8	5282.3	18556	4421.9	473370
P67809;Q9Y2T7	8649.8	12116	12101	16923	11494	10889	8387.8	45953	9803.2	1363700	8649.8	12116	12101	16923	11494	10889	8387.8	45953	9803.2	1363700
P67870	1547	5719.2	2861	2891.6	4302.6	2389.6	2932.5	16472	3310.1	651750	1547	5719.2	2861	2891.6	4302.6	2389.6	2932.5	16472	3310.1	651750
P67936;Q2TAC2	83695	75719	86992	53423	74693	52685	81686	133820	68335	4475100	83695	75719	86992	53423	74693	52685	81686	133820	68335	4475100
P68133;P68032	22899	34354	30253	9427.5	8143.5	12281	11701	115650	13819	4484500	22899	34354	30253	9427.5	8143.5	12281	11701	115650	13819	4484500
P68036;A0A1B0GUS4	15597	24181	18537	8448.8	12666	16308	18792	104660	16249	3469500	15597	24181	18537	8448.8	12666	16308	18792	104660	16249	3469500
P68104;Q5VTE0;Q05639	237930	309850	246370	134870	141230	169860	166590	620800	508050	21156000	237930	309850	246370	134870	141230	169860	166590	620800	508050	21156000
P68363;P68366	163620	161740	145840	51943	63984	76286	120600	666660	88917	25971000	163620	161740	145840	51943	63984	76286	120600	666660	88917	25971000
P68371;P04350;Q3ZCM7	16369	23400	19258	8924.6	58740	11367	17423	100750	12499	3310200	16369	23400	19258	8924.6	58740	11367	17423	100750	12499	3310200
Q8NEV1;P68400	9937	16668	18661	11915	19342	17980	23459	51931	19952	1178400	9937	16668	18661	11915	19342	17980	23459	51931	19952	1178400
Q71DI3;Q16695;P68431;P84243;Q6NXT2;P0DPK2;P0DPK5	123000	107620	109980	88159	98614	106990	119470	290950	89834	9346000	123000	107620	109980	88159	98614	106990	119470	290950	89834	9346000
P78330	2692.4	2583.5	3227.2	732.21	1111.5	870.28	2858.8	13618	2353.2	403410	2692.4	2583.5	3227.2	732.21	1111.5	870.28	2858.8	13618	2353.2	403410
P78371	18987	25859	24028	11201	18272	17438	21997	136290	17445	4118600	18987	25859	24028	11201	18272	17438	21997	136290	17445	4118600
P82979	3279.8	4657.9	3828.2	2838.9	3118.5	3722.7	2848.4	26201	3213	1029700	3279.8	4657.9	3828.2	2838.9	3118.5	3722.7	2848.4	26201	3213	1029700
P83731	17373	21025	20109	10168	9925.6	10053	13592	88746	11189	3088500	17373	21025	20109	10168	9925.6	10053	13592	88746	11189	3088500
P83881;Q969Q0	18107	24788	21675	15375	18387	19917	21156	89557	15991	3532700	18107	24788	21675	15375	18387	19917	21156	89557	15991	3532700
P83916	1066	696.57	1412.9	531.4	2082.5	634.58	3138.9	5162.5	1011.7	177940	1066	696.57	1412.9	531.4	2082.5	634.58	3138.9	5162.5	1011.7	177940
P84074;P61601;P37235	1351.1	2407	2794.3	2448.2	5579.2	2815.8	10134	14315	4653.3	413540	1351.1	2407	2794.3	2448.2	5579.2	2815.8	10134	14315	4653.3	413540
P84090	2740.8	2608.3	2852.9	1593.7	2261.8	3213.5	2006.5	35260	2607.4	1351400	2740.8	2608.3	2852.9	1593.7	2261.8	3213.5	2006.5	35260	2607.4	1351400
P84095;P17081;Q9H4E5	4279.8	5117.6	4929.7	3237.2	3164.4	3509.1	3016.8	19708	4543.1	781430	4279.8	5117.6	4929.7	3237.2	3164.4	3509.1	3016.8	19708	4543.1	781430
P84098	19018	24731	18002	14412	14503	11805	14948	106340	27801	4231500	19018	24731	18002	14412	14503	11805	14948	106340	27801	4231500
P84103	17496	18449	23212	15361	18372	19195	22359	130070	25961	4373600	17496	18449	23212	15361	18372	19195	22359	130070	25961	4373600
P98095	2227.8	1930.4	2985.4	1719.7	2504.8	2840.6	3032.5	40713	10347	1481800	2227.8	1930.4	2985.4	1719.7	2504.8	2840.6	3032.5	40713	10347	1481800
P98160	13449	13887	20950	14482	15919	18032	18055	55025	20017	1639900	13449	13887	20950	14482	15919	18032	18055	55025	20017	1639900
P98175	4432.8	2715.1	6604.2	3666.7	4778.6	3433.4	4421.2	4992.2	7342.3	76478	4432.8	2715.1	6604.2	3666.7	4778.6	3433.4	4421.2	4992.2	7342.3	76478
P98179	4638.4	4696.2	4818.3	4782.2	4751.5	4022.4	3595.2	12064	4654.1	391780	4638.4	4696.2	4818.3	4782.2	4751.5	4022.4	3595.2	12064	4654.1	391780
Q00169;P48739	3209.8	4134.1	4976.3	2711	5130.2	3908.5	4275.5	21855	4476.4	745800	3209.8	4134.1	4976.3	2711	5130.2	3908.5	4275.5	21855	4476.4	745800
Q00325	17400	29593	39729	11145	15106	12210	13118	183220	18936	7264400	17400	29593	39729	11145	15106	12210	13118	183220	18936	7264400
Q00341	19784	28349	31496	14803	27613	23998	30175	187250	27635	5603800	19784	28349	31496	14803	27613	23998	30175	187250	27635	5603800
Q00610;P53675	87630	126720	145470	57175	85368	80179	104350	570060	95306	19384000	87630	126720	145470	57175	85368	80179	104350	570060	95306	19384000
Q00839	60125	170550	89531	46205	88052	46539	63673	303930	58549	10438000	60125	170550	89531	46205	88052	46539	63673	303930	58549	10438000
Q01082	42816	40331	51944	28010	48912	33068	50636	159850	82659	5463700	42816	40331	51944	28010	48912	33068	50636	159850	82659	5463700
Q01085	778.92	481.3	833.16	364.44	581	627.31	527.31	5083.6	1050.3	164040	778.92	481.3	833.16	364.44	581	627.31	527.31	5083.6	1050.3	164040
Q01105;P0DME0	13217	15297	19716	15970	13081	16730	4974.7	135880	16589	5471300	13217	15297	19716	15970	13081	16730	4974.7	135880	16589	5471300
Q01433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01469	8104.2	8419.4	12448	8818.7	7391.9	12772	7783.8	5735.2	8357.4	62595	8104.2	8419.4	12448	8818.7	7391.9	12772	7783.8	5735.2	8357.4	62595
Q01518;P40123	21656	26560	31608	18800	38619	27585	25150	108880	17921	3692900	21656	26560	31608	18800	38619	27585	25150	108880	17921	3692900
Q01813	1859	2619.7	2114.7	1138.1	2361	1821.9	2040.8	17678	2307.6	374900	1859	2619.7	2114.7	1138.1	2361	1821.9	2040.8	17678	2307.6	374900
Q01844	3840.2	5119.3	6616.6	3286.2	5873.3	3766.9	4936.6	31667	3915.4	1279600	3840.2	5119.3	6616.6	3286.2	5873.3	3766.9	4936.6	31667	3915.4	1279600
Q02218;Q9ULD0	2321.6	3810.8	4210.4	1486.8	3624.6	2999.1	4270.5	31299	4538	1001500	2321.6	3810.8	4210.4	1486.8	3624.6	2999.1	4270.5	31299	4538	1001500
Q02543	13528	21454	22180	12481	17263	13885	19753	97767	14496	3106800	13528	21454	22180	12481	17263	13885	19753	97767	14496	3106800
Q02790	3382.3	4178.2	4256.9	2798.1	4995.1	4002.5	4066	44607	5824.5	1532500	3382.3	4178.2	4256.9	2798.1	4995.1	4002.5	4066	44607	5824.5	1532500
Q02809	855.28	1899.9	2575.4	686.03	2115.7	603.87	4660.3	5849.4	1654.8	205140	855.28	1899.9	2575.4	686.03	2115.7	603.87	4660.3	5849.4	1654.8	205140
Q02818	3501.2	5706.8	5501	3695.2	6798.5	23405	5528.4	39362	4748.9	549110	3501.2	5706.8	5501	3695.2	6798.5	23405	5528.4	39362	4748.9	549110
Q02878;REV__O75323	17469	20644	22760	14374	19852	22323	23551	166040	23117	5344600	17469	20644	22760	14374	19852	22323	23551	166040	23117	5344600
Q02978	2264.1	2391.5	3540.7	978.77	1877.2	2756.7	3512.9	22751	2540.3	751000	2264.1	2391.5	3540.7	978.77	1877.2	2756.7	3512.9	22751	2540.3	751000
Q03135	15658	15702	18865	6587.9	9699.9	8194.4	19782	102930	14352	2475600	15658	15702	18865	6587.9	9699.9	8194.4	19782	102930	14352	2475600
Q04637	2782	4615.7	6418.9	3316.9	5185	3595.2	8125.2	17543	2978.2	608260	2782	4615.7	6418.9	3316.9	5185	3595.2	8125.2	17543	2978.2	608260
Q04760	8305.5	10971	11907	2808.7	4237.2	5534.1	7055.2	58439	6308.6	2067900	8305.5	10971	11907	2808.7	4237.2	5534.1	7055.2	58439	6308.6	2067900
Q04837	1215.3	1811.8	2099.1	1138.8	3067.6	1047.8	1970.2	9961.3	2431.3	386230	1215.3	1811.8	2099.1	1138.8	3067.6	1047.8	1970.2	9961.3	2431.3	386230
Q04917	5313.3	4915.5	8407.6	6005.3	10068	8080.4	10846	56244	9266.4	1846000	5313.3	4915.5	8407.6	6005.3	10068	8080.4	10846	56244	9266.4	1846000
Q05519	1404.2	1618.1	2011.3	1331	2691.4	1087.3	1746.3	10502	2461.2	341900	1404.2	1618.1	2011.3	1331	2691.4	1087.3	1746.3	10502	2461.2	341900
Q05682	34278	36478	41780	10086	13939	13430	23675	103020	28116	3200100	34278	36478	41780	10086	13939	13430	23675	103020	28116	3200100
Q06323	18346	45949	38146	20327	42249	16095	27219	117360	22306	4203500	18346	45949	38146	20327	42249	16095	27219	117360	22306	4203500
Q06830;P32119	36250	48797	54160	30712	45887	30263	34432	255550	33761	9395700	36250	48797	54160	30712	45887	30263	34432	255550	33761	9395700
Q07020	2212.5	3940.5	5314.9	2621.4	6342.7	3710	7495	46960	6193.5	1622000	2212.5	3940.5	5314.9	2621.4	6342.7	3710	7495	46960	6193.5	1622000
Q07065	25912	37981	32333	16695	20117	20702	51043	138440	33930	5128500	25912	37981	32333	16695	20117	20702	51043	138440	33930	5128500
Q07157	931.93	1093.5	1238.9	742.54	964.63	1333.7	957.8	7035.8	1131.2	241350	931.93	1093.5	1238.9	742.54	964.63	1333.7	957.8	7035.8	1131.2	241350
Q07666;O75525;Q5VWX1	1742.3	3065.1	3277.9	1592.4	2865.1	1880.5	2152.3	24610	1620.3	661670	1742.3	3065.1	3277.9	1592.4	2865.1	1880.5	2152.3	24610	1620.3	661670
Q07866	349.56	415.85	285.39	658.48	587.6	498.27	1001	4225.3	564.33	112710	349.56	415.85	285.39	658.48	587.6	498.27	1001	4225.3	564.33	112710
Q07954;O75581;O75197	15942	15762	25128	13265	19363	16731	16675	91865	18913	3093400	15942	15762	25128	13265	19363	16731	16675	91865	18913	3093400
Q07955	21574	26219	31665	19055	26904	21942	27997	142710	28518	5549100	21574	26219	31665	19055	26904	21942	27997	142710	28518	5549100
Q07960	1806.5	1886.9	2382.5	417.2	487.24	679.81	676.88	9009	1202.5	285660	1806.5	1886.9	2382.5	417.2	487.24	679.81	676.88	9009	1202.5	285660
Q08211	18188	42906	28620	20523	26844	20698	27337	137630	24215	4907700	18188	42906	28620	20523	26844	20698	27337	137630	24215	4907700
Q08752	10155	9586.9	14719	9548.9	20758	12568	17337	98619	14609	3484900	10155	9586.9	14719	9548.9	20758	12568	17337	98619	14609	3484900
Q08945	12537	32399	17168	11998	18382	12842	25956	99426	18529	3197800	12537	32399	17168	11998	18382	12842	25956	99426	18529	3197800
Q08J23	396.69	873.71	753.64	333.41	443.71	859.38	355.46	6077.3	481.08	193470	396.69	873.71	753.64	333.41	443.71	859.38	355.46	6077.3	481.08	193470
Q09028	15357	17096	23573	15267	23771	23638	22841	112020	21372	4127900	15357	17096	23573	15267	23771	23638	22841	112020	21372	4127900
Q09666	171610	173750	190440	76278	139630	97173	125710	925530	140830	32718000	171610	173750	190440	76278	139630	97173	125710	925530	140830	32718000
Q10567	2399.8	2406.3	3221	2305.8	1493.6	2419.6	1794.4	14299	2739.9	449620	2399.8	2406.3	3221	2305.8	1493.6	2419.6	1794.4	14299	2739.9	449620
Q10713	796.67	970.38	1267.4	814.73	2256.3	1047	2635.6	2859.3	1337.1	93847	796.67	970.38	1267.4	814.73	2256.3	1047	2635.6	2859.3	1337.1	93847
