Protein IDs	Reporter intensity corrected 0 MS3_1	Reporter intensity corrected 1 MS3_1	Reporter intensity corrected 2 MS3_1	Reporter intensity corrected 3 MS3_1	Reporter intensity corrected 4 MS3_1	Reporter intensity corrected 5 MS3_1	Reporter intensity corrected 6 MS3_1	Reporter intensity corrected 7 MS3_1	Reporter intensity corrected 8 MS3_1	Reporter intensity corrected 9 MS3_1	Reporter intensity corrected 0 MS3_2	Reporter intensity corrected 1 MS3_2	Reporter intensity corrected 2 MS3_2	Reporter intensity corrected 3 MS3_2	Reporter intensity corrected 4 MS3_2	Reporter intensity corrected 5 MS3_2	Reporter intensity corrected 6 MS3_2	Reporter intensity corrected 7 MS3_2	Reporter intensity corrected 8 MS3_2	Reporter intensity corrected 9 MS3_2	Reporter intensity 0 MS3_1	Reporter intensity 1 MS3_1	Reporter intensity 2 MS3_1	Reporter intensity 3 MS3_1	Reporter intensity 4 MS3_1	Reporter intensity 5 MS3_1	Reporter intensity 6 MS3_1	Reporter intensity 7 MS3_1	Reporter intensity 8 MS3_1	Reporter intensity 9 MS3_1	Reporter intensity 0 MS3_2	Reporter intensity 1 MS3_2	Reporter intensity 2 MS3_2	Reporter intensity 3 MS3_2	Reporter intensity 4 MS3_2	Reporter intensity 5 MS3_2	Reporter intensity 6 MS3_2	Reporter intensity 7 MS3_2	Reporter intensity 8 MS3_2	Reporter intensity 9 MS3_2
sp|O35114|SCRB2_MOUSE	347.13	371.54	0	0	0	0	0	0	0	6035.1	0	0	0	0	0	0	380.61	0	0	2278.6	327.17	348.87	0	0	0	0	0	0	0	5809.4	0	0	0	0	0	0	358.73	0	0	2145.6
sp|O35129|PHB2_MOUSE	5822	5296.9	5526.3	5877.4	5347.8	5015.6	7205.8	4.2969	5671.8	140030	6874	7871.2	7465.4	7958.7	6934.3	9990.9	9736.6	0	9172	164650	5506.2	5007.1	5583	5985.5	5462.3	5250	7166.8	2407.5	5661.4	131860	6506.7	7436.2	7482	8199	7107.4	10086	9761	3309.8	9074	154990
sp|O35226|PSMD4_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|O35286|DHX15_MOUSE	760.35	1066.7	1456.3	2312.7	2689.9	3850.3	1823.4	158.11	1307	48440	0	0	366.78	714.69	0	447.26	528.89	0	492.71	8940.6	720.39	1014.8	1435.9	2315.6	2644.1	3825.9	1883.5	1127.2	1284.5	45917	0	0	344.74	685.9	0	471.48	511.98	0	487.69	8418.6
sp|O35295|PURB_MOUSE;sp|Q8R4E6|PURG_MOUSE	955.53	2305.7	1254.6	560.26	712.67	704.01	1409.1	148.9	1452.2	25630	1298	998.94	1436.3	1331.5	911.86	1992.6	2021	0	1740	27971	905.3	2168.2	1240.8	665.31	765.11	734.43	1402	845.04	1431.1	24137	1228.7	945.56	1434	1357.5	971.74	1990.3	1996.2	516.72	1728.8	26328
sp|O35326|SRSF5_MOUSE	917.91	684.06	439.28	348.21	256.48	440	518.76	334.52	441.44	11652	0	0	0	0	0	0	0	0	0	0	866.79	644.29	468.1	379.51	274.7	457.56	513.34	690.72	438.85	10979	0	0	0	0	0	0	0	0	0	0
sp|O35381|AN32A_MOUSE;sp|Q64G17|AN32C_MOUSE	4925.9	4199.1	5062.9	10259	10556	13176	6032.6	0	7496.7	164330	0	0	468.98	937.91	1103.1	957.36	635.83	0	436.29	15386	4661.7	4001.2	5148.9	10210	10325	13200	6398	3820.7	7334.9	154700	0	0	448.13	906.08	1075.2	975.72	645.54	0	438.95	14488
sp|O35405|PLD3_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1295.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1295.6
sp|O35465|FKBP8_MOUSE	335.37	340.5	588.46	0	312.96	606.8	243.05	0	0	7292.5	0	0	0	0	0	0	0	0	0	0	318.3	319.72	574.49	0	332.64	587.27	244.1	0	0	6866.8	0	0	0	0	0	0	0	0	0	0
sp|O35639|ANXA3_MOUSE	46076	45024	45092	141.07	443.46	277.22	11674	185.61	12613	421250	69470	64812	63566	21.069	547.1	722.69	17292	148.99	17291	532530	43596	42276	44917	1217.7	1101.1	283.06	11327	6963.9	12394	396560	65714	60855	63598	2285.2	2138.7	985.55	16748	10126	17061	501380
sp|O35640|ANXA8_MOUSE	1706.9	1255.4	1062.3	0	0	0	270.85	0	390.06	10627	1882.9	1310.7	1394.3	283.93	0	610.13	394.64	0	426.42	12056	1612.7	1178.8	1094.3	0	0	0	265.96	284.74	379.81	10005	1779.9	1232.3	1415.7	359.44	0	612.06	383.63	0	419.4	11352
sp|O35643|AP1B1_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.03	0	0	4783.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.34	0	0	4504.5
sp|O35658|C1QBP_MOUSE	1676.9	1320.3	1149.4	500.1	486.78	927.73	766.29	0	593.48	24161	2354.8	2641	2207.5	1301.7	1088.9	1983.6	1820.1	0	1444.1	41583	1584.8	1242.6	1156	570.42	536.9	931.35	761.86	359.11	592.92	22745	2227.7	2487.2	2219	1429.2	1181	2005.3	1807.3	1083.2	1440.9	39259
sp|O35682|MYADM_MOUSE	0	0	300.61	275.55	211.11	0	0	0	0	4910.1	0	0	0	0	0	0	0	0	0	2099.3	0	0	283.92	261.68	216.53	0	0	0	0	4762.6	0	0	0	0	0	0	0	0	0	2099.3
sp|O35685|NUDC_MOUSE	2492.9	3472.6	2979.1	10785	12826	11986	9343.6	142.58	8120.9	174610	600.57	1755.3	276.27	4433.7	4585.4	3930.9	3930.1	187.26	4179.6	76396	2359.7	3317.3	3077.3	10647	12384	12132	9644.7	4518.5	8064.8	164400	566.04	1673.4	266.53	4380.9	4389.8	4017.6	4038.8	1089.6	4095.2	72023
sp|O35691|PININ_MOUSE	593.77	895.77	906.28	604.54	3928.1	1255	1356.6	0	1510.2	22738	0	0	0	0	0	0	0	0	0	0	563.03	844.54	926.75	648.95	3771.6	1255.6	1508.6	700.93	1483.6	21410	0	0	0	0	0	0	0	0	0	0
sp|O35737|HNRH1_MOUSE;sp|P70333|HNRH2_MOUSE	12564	11013	10742	8708.9	10639	9106.4	9358.8	0	11583	229340	9694.8	8276.2	6964.6	6617.8	6352.6	6977.3	10388	0	8291.6	173800	11882	10390	10918	9089	10787	9399	9648.9	3257.2	11334	215900	9163.6	7808.8	7170	6902	6537.8	7191.6	10323	3107.7	8270.2	163610
sp|O35841|API5_MOUSE	537.58	1103.8	1108.9	1926.3	2032.4	1785.2	814.81	26.923	1360.4	35461	1559.7	1654.3	1770	3334.4	3961	4323.7	3403	165.83	3291.7	63744	509.94	1047.4	1092.7	1925.4	1991.3	1835.6	841.22	703.8	1319.2	33541	1476.7	1572.4	1780.8	3337	3875.6	4355.3	3487.7	1855.3	3252.7	60023
sp|O35855|BCAT2_MOUSE	0	0	0	0	0	0	0	0	0	2534.9	0	0	0	0	0	358.44	388.42	0	0	3379.9	0	0	0	0	0	0	0	0	0	2534.9	0	0	0	0	0	345.16	366.09	0	0	3182.5
sp|O35857|TIM44_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3192
sp|O35887|CALU_MOUSE	13319	12322	12051	2477	2986.7	3189.5	9583.4	64.829	8613.8	179070	5840	5119.4	5589.6	1528.7	1287.6	877.61	4854.1	0	4734.9	73855	12599	11584	12109	3026.6	3503.7	3439.5	9411.7	3932.5	8514	168670	5525.2	4813.4	5571.2	1778.3	1610.7	966.39	4759.5	625.26	4677	69525
sp|O35955|PSB10_MOUSE	0	0	0	0	504.47	417.69	400.99	0	346.2	7277.1	0	0	0	0	0	677.82	474.4	0	0	10025	0	0	0	0	480.63	408.5	411.64	0	343.92	6852.3	0	0	0	0	0	659.54	447.13	0	0	9439.6
sp|O54724|PTRF_MOUSE	6283.9	7610.1	6354.2	0	339.09	0	9792.7	507.37	6033	78092	5505.6	5061.3	4924	175.11	390.14	0	3049.4	0	2476.2	54473	5944.1	7145.7	6338.4	0	543.45	0	9411.2	2189.7	6112.2	73532	5207.6	4753.4	4941.1	266.64	569.31	0	2952.5	729.46	2467.6	51287
sp|O54734|OST48_MOUSE	3941.7	3703.6	4089.9	3470.9	4477.7	4056.7	5439.5	0	4282.4	99902	4369.6	3848.2	4615.1	4324.9	3378.4	3731.5	5753.7	0	5353.5	88738	3730.4	3497.3	4116.3	3587.4	4533.6	4155.6	5459	1679.4	4274.5	94129	4135.7	3637.9	4622.4	4402.1	3534.6	3878.2	5731.7	1743.9	5299.3	83541
sp|O54984|ASNA_MOUSE	0	0	385.85	694.94	799.03	0	665.97	0	290.48	13538	0	245.76	384.4	325.74	0	412.91	461.6	23.835	451.27	6812.5	0	0	367.79	659.97	784.23	0	658.42	0	302.54	12748	0	232.62	361.13	330.98	0	417.95	447.42	244.26	445.7	6415.4
sp|O54998|FKBP7_MOUSE	691.68	650.61	1025.4	313.21	0	317.87	1733.5	0	1668.2	23582	652.95	849.79	491.12	0	327.03	0	817.11	0	1203.7	14959	655.75	612.68	1004	342.26	0	355.14	1679.5	438.27	1648.8	22198	617.25	797.92	502.13	0	343.94	0	818.8	0	1171.3	14085
sp|O55022|PGRC1_MOUSE;sp|Q80UU9|PGRC2_MOUSE	3304.3	3250.7	3551.6	1070.4	1135.3	637.44	1772.4	73	2538	46740	679.01	845.73	1572.5	306.41	837.32	1120.6	1279.7	0	1293.1	24070	3127.6	3058.4	3533.7	1225.2	1304.5	734.82	1794.5	1165.2	2471.7	44005	644.1	795.86	1523.9	356.39	864.79	1118.2	1281.7	0	1275.3	22665
sp|O55023|IMPA1_MOUSE	0	0	0	649.01	609.73	533.41	510.57	0	258.52	9207.4	0	0	0	246.32	0	0	0	0	0	3651.3	0	0	0	624.92	581.12	550.48	517.57	0	265.77	8669.9	0	0	0	233.92	0	0	0	0	0	3438.1
sp|O55029|COPB2_MOUSE	529.57	614.62	854.59	371.29	731.02	650.81	431.76	0	1091.1	19940	1107.6	432.89	1186.3	1259.8	1048.9	697.46	1580.7	0	1358.1	24968	500.26	577.11	822.37	356.84	745.08	656.42	434.46	0	1048.6	18776	1048.3	409.43	1188.4	1234.1	1072.5	729.67	1577.4	0	1349.4	23510
sp|O55131|SEPT7_MOUSE;sp|Q9DA97|SEP14_MOUSE;sp|Q8C650|SEP10_MOUSE	3629.1	3518.8	3175.9	3768	3015.6	2905	7794.3	35.702	7846.1	115660	4047.7	4678.2	3601.7	4576.1	4303.6	3672.8	10935	0	10005	133140	3432.4	3325.5	3231	3839.8	3137.3	3088.8	7705.8	1596.1	7739.5	108860	3828.5	4418.8	3668.4	4690.3	4418.8	3900.9	10752	2089.6	9910.9	125410
sp|O55135|IF6_MOUSE	890.92	578.98	860.4	1221.2	1508.8	1584.2	1132.3	202.71	1077.3	22946	664.11	522.43	635.31	1222.7	1580.9	963.68	693.79	0	511.2	17149	842.92	547.5	875.36	1220.5	1487.5	1596.8	1169.2	878.81	1065.3	21610	628.31	497.52	651.28	1208.6	1535.7	996.39	743.82	451.56	512.14	16145
sp|O55142|RL35A_MOUSE	12004	10254	11011	9164.8	12746	12248	8805.1	0	7762.3	203080	3830.6	3741.6	4487.5	2400.6	2630	2959.3	3545.2	0	2980.7	64399	11355	9680	11158	9526.1	12775	12340	9123.5	4009.6	7703.3	191180	3627.2	3526.9	4459.9	2555.6	2791	3018.2	3549.3	1144.1	2938.9	60626
sp|O55143|AT2A2_MOUSE;sp|Q8R429|AT2A1_MOUSE;sp|Q64518|AT2A3_MOUSE	3697.4	3963.3	3855.9	4102.4	4689.6	4270.9	2692.2	0	2299	85112	2736	3650.2	2494.7	4399.2	3804.1	2975.8	1868.8	0	2341	76053	3496.9	3744.8	3880	4206.4	4662.3	4360.4	2787.3	819.58	2285.1	80224	2588	3450.3	2513.3	4433	3756.2	3050.8	1935.5	525.31	2278.6	71601
sp|O55234|PSB5_MOUSE	2054.3	2478.3	2101.4	1534.1	2540.1	2092.6	1035.6	0	1060.7	40242	1274	812.23	805.29	1065.7	1372.6	1478.4	542.82	0	669.65	23165	1944.1	2335.7	2115.9	1641.8	2530.6	2114.3	1127.1	404.3	1025.7	37878	1202.8	768.73	843.21	1076.8	1347.8	1483.1	581.18	482.57	655.36	21943
sp|O70133|DHX9_MOUSE	5501.9	4684.5	5875.3	10892	9355.3	9453.4	11124	4.1563	11183	193970	3958.5	3767.9	3273.9	5653.6	7988.3	5798.4	8805.9	164.86	8093.1	132400	5207.6	4453.6	5940.5	10782	9313.4	9755.5	11240	3510	11032	182590	3743.2	3567.7	3362.2	5692.2	7839.1	5943.8	8904.9	1279.4	8015.7	124660
sp|O70194|EIF3D_MOUSE	1849.3	1694.7	1384.3	1412.7	2479.3	2710.1	1487.5	0	1677.2	41766	540.97	338.18	1064.4	853.4	786.39	1016.8	1147.9	0	721.08	20769	1748.2	1599.3	1432.2	1488.5	2437.5	2699.7	1567	691.13	1646.9	39321	513.86	322.4	1039	847.42	819.15	1038.3	1139.4	0	729.59	19556
sp|O70251|EF1B_MOUSE	16164	15313	16060	7406.3	8767.1	9330.3	10974	1224.8	11020	248220	9471.4	9576.7	8125.1	7401.9	7329.9	6586.6	8586.3	0	7651.1	161100	15295	14420	16092	8078.3	9316.3	9623.7	11066	6929	10872	233740	8957.3	9034.4	8201.2	7719.6	7496.7	6825.9	8654.1	4076.3	7589	151690
sp|O70252|HMOX2_MOUSE	668.73	0	304.81	342.99	572.27	588.43	0	22.347	0	12862	0	308.99	504.34	0	0	0	219.97	0	277.01	5077.4	631.42	0	306.37	330.56	556.86	595.98	0	253.07	0	12111	0	290.13	473.08	0	0	0	214.91	0	270.91	4781
sp|O70310|NMT1_MOUSE	0	0	0	0	0	0	0	0	0	0	345.52	0	429.84	0	0	0	0	0	0	4118.5	0	0	0	0	0	0	0	0	0	0	327.27	0	422.71	0	0	0	0	0	0	3878.1
sp|O70318|E41L2_MOUSE;sp|Q9WV92|E41L3_MOUSE	2380.1	3401.8	2707.2	1367.6	2061.9	2223.6	2843.6	436.62	3832.7	58810	633.81	373.95	1020.4	270.44	0	0	1150.7	0	932.48	18086	2253.4	3201.9	2700.7	1470.5	2142.5	2272.5	2884.1	1774.4	3739.8	55588	601.19	351.12	994.89	256.83	0	0	1110.1	0	929.34	17073
sp|O70400|PDLI1_MOUSE	619.58	376.66	653.26	0	0	0	593.3	0	337.55	6858.9	572.09	467.52	346.49	0	0	0	398.56	0	411.77	7505.1	586.41	353.68	648.98	0	0	0	568.44	0	343.91	6458.5	540.5	438.99	358.38	0	0	0	386.92	0	405.73	7067
sp|O70404|VAMP8_MOUSE	3093.2	2734.5	4256.8	2351.2	2594.9	2427.7	824.26	0	904.36	49785	2325.5	2247.5	2663.6	1492.5	1287.6	1111.5	604.29	306.52	803.98	31509	2931.3	2581	4195.7	2438.8	2706.5	2490.9	887.44	1009.6	888.94	46874	2201.8	2118.8	2644.5	1572.4	1378.4	1147.8	643.14	1288.1	784.82	29677
sp|O70435|PSA3_MOUSE	2067.7	2318.7	2375.8	6932	6449.8	6458.2	2546.8	164.97	3839.1	102050	2372.8	1590.6	1431.8	3367	3842.1	3857.8	2551.3	0	2228.6	58513	1956	2205	2417.1	6828.4	6250.4	6599	2804.9	1778.1	3733.2	96084	2241.8	1512.7	1489.9	3356.6	3733.2	3890	2650.2	1299.8	2212.6	55087
sp|O70439|STX7_MOUSE	0	0	0	0	0	0	0	0	0	0	0	268.29	0	240.07	0	462.17	327.06	0	0	5461.3	0	0	0	0	0	0	0	0	0	0	0	251.92	0	235.41	0	452.24	308.26	0	0	5142.5
sp|O70456|1433S_MOUSE	6818.5	7802.5	5870	9612.4	9912.8	10753	7416.7	0	8274.6	188570	2205.3	2787.4	2990.9	2973.5	4076.3	3515.8	4044.4	0	3430.1	65525	6448.5	7381	6010.1	9777.5	9786.3	10906	7692.9	2870.1	8128.2	177480	2089.7	2634.2	2979.8	3050.4	4071.5	3564.5	4101.5	981.4	3410.5	61672
sp|O70475|UGDH_MOUSE	0	0	0	0	0	0	882.18	94.901	807.77	8116.2	0	0	0	0	0	0	1005.7	0	305.87	9975.7	0	0	0	0	0	0	853.59	336.07	800.18	7644.6	0	0	0	0	0	0	956.25	0	314.68	9393.3
sp|O70492|SNX3_MOUSE	0	0	0	0	0	0	0	0	0	0	750.96	615.97	1265.8	2093.2	1647.6	1755.3	1341.1	0	973.61	30870	0	0	0	0	0	0	0	0	0	0	712.53	590.3	1249.1	2053.6	1644.7	1802.1	1369.8	337.04	976.25	29052
sp|O70493|SNX12_MOUSE	1391.5	787.44	605.69	2168.7	2254.5	1660.6	1466.3	130.47	1128.6	34492	1324.3	1592.3	1712.5	2682.7	2033.5	2524.1	1489.7	0	2199.8	38950	1313.7	749.72	634.53	2130.4	2175.7	1728.9	1521.1	789.34	1117.2	32474	1254.6	1508.5	1705	2685.5	2037.4	2552.7	1554.4	307.49	2140.5	36667
sp|O70503|DHB12_MOUSE	951.53	1064.8	1659.2	767.16	1130.6	677.22	0	0	545.56	23770	1344.3	968.02	1610.3	235.81	721.02	1292.6	1021	0	235.01	17964	900.33	1004.1	1621.4	783.4	1163.1	706.16	0	0	515.16	22383	1273.1	910.29	1595.9	267.95	787.7	1266	1003.3	259.32	247.36	16916
sp|O88207|CO5A1_MOUSE	2355	2113.9	1253.5	0	0	0	744.16	25.464	382.34	19190	624.81	323.49	322.3	0	0	0	283.92	0	0	3615	2224.3	1984.9	1311.6	0	0	0	711.85	400.13	382.35	18070	590.1	303.75	338.52	0	0	0	267.59	0	0	3404
sp|O88322|NID2_MOUSE	0	0	0	0	0	0	0	0	0	0	229.94	0	0	0	0	0	0	0	0	4015.6	0	0	0	0	0	0	0	0	0	0	216.72	0	0	0	0	0	0	0	0	3781.2
sp|O88342|WDR1_MOUSE	3644	5609	4258.2	4474.9	5731.6	5084.9	7699.2	260.4	7434.4	131470	2791.8	2696.5	2514.7	2396	2899.7	3246.8	4822.2	0	4760.2	68078	3448.4	5292.1	4240.5	4647.7	5757	5245.5	7658.4	2994.3	7346.8	123780	2640.7	2545.6	2556.4	2485.3	2947	3300.6	4814.5	920.01	4699.5	64097
sp|O88456|CPNS1_MOUSE;sp|Q9D7J7|CPNS2_MOUSE	2312.6	2654.9	2476.7	1780.3	1435.7	1761.3	2555	0	4098.5	58919	496.02	357.91	646.27	330.7	297.14	0	456.12	0	487	10870	2188.9	2503	2473.9	1881	1535.7	1846.5	2589.3	837.39	3978.5	55532	469.93	337.95	638.15	335.9	324.43	0	457.5	0	479.21	10235
sp|O88544|CSN4_MOUSE	1350.4	1667.1	1364.1	758.15	626.09	1280.6	1319.1	226.61	968.56	28425	0	0	0	0	0	0	0	0	0	1948.2	1277.9	1569.7	1365.1	835.63	688.4	1300.6	1299.8	994.48	970.54	26771	0	0	0	0	0	0	0	0	0	1948.2
sp|O88569|ROA2_MOUSE	60145	55590	61078	60775	60933	58449	55624	678.03	54917	1197200	22586	22564	21553	26101	25628	25587	31887	0	29486	528790	56913	52538	61408	62037	61768	60050	56844	27780	54205	1127100	21369	21335	21823	26570	25848	26257	32092	9417.2	29195	497750
sp|O88587|COMT_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2333.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2333.1
sp|O88653|LTOR3_MOUSE	660.87	409.66	454.97	696.13	432.7	0	653.8	0	376.16	8748.6	0	318.19	0	0	292.57	0	0	0	0	3613.3	624.58	388.62	470.11	686.1	443.28	0	647.29	0	382.94	8237.9	0	298.77	0	0	275.49	0	0	0	0	3402.4
sp|O88685|PRS6A_MOUSE	1735.2	1837.8	1520.5	2503.8	2607.3	1209.9	3950.9	0	2128.4	47915	821.92	1812.8	1473.4	1937.5	1522.2	1174.9	1799.1	0	1357.3	26141	1641.1	1739.9	1559.2	2509.4	2599	1335.3	3907.2	706.05	2177.4	45099	780.19	1711.5	1447.3	1969.5	1545	1246.2	1796.6	727.1	1358	24615
sp|O88696|CLPP_MOUSE	0	0	0	0	0	0	0	0	0	2295.3	0	0	0	0	0	0	0	0	0	2367.3	0	0	0	0	0	0	0	0	0	2295.3	0	0	0	0	0	0	0	0	0	2367.3
sp|O88792|JAM1_MOUSE	3052.3	3406.3	2900.4	0	0	0	1420	0	1171.9	34602	972.67	1847.7	761.65	0	0	0	626.4	0	604.45	12974	2887.7	3198.4	2896.5	0	0	0	1361.8	0	1149.8	32582	919.6	1735	770.92	0	0	0	606.94	0	597.34	12217
sp|O88844|IDHC_MOUSE	1210.3	1039	1878.3	12255	12622	11249	1173.5	110.42	1694.5	109840	1171.1	773.94	319.88	6905.7	7147.6	7845.8	1039.8	0	1380.8	67478	1147.7	1031.5	1931.9	11882	12013	11371	1690.6	2268.9	1649.8	103460	1105	751	384.92	6731.4	6764.3	7846.7	1283.2	933.29	1348	63531
sp|O88986|KBL_MOUSE	850.1	679.72	800.19	1074.2	1227	1201.7	980.33	0	736.03	19691	0	0	0	0	0	0	0	0	0	0	804.22	644.35	813.37	1080.9	1216.3	1218	1003.1	424.02	736.6	18537	0	0	0	0	0	0	0	0	0	0
sp|O89017|LGMN_MOUSE	0	0	0	0	0	0	0	0	0	1906.6	0	0	0	0	0	0	0	0	0	1435.7	0	0	0	0	0	0	0	0	0	1906.6	0	0	0	0	0	0	0	0	0	1435.7
sp|O89023|TPP1_MOUSE	3981.6	3506.2	4054.4	3029.6	2747.9	3039.7	3162	0	3208.3	72729	2140.6	1418.6	1543.7	1803.4	1398.5	1185.6	1191.4	0	1551.1	27149	3767.9	3309.5	4063.2	3140	2871.6	3139.7	3200	1876.7	3163.6	68473	2023.3	1342.3	1586.5	1818.3	1425.2	1246.3	1232.5	407.69	1515.2	25553
sp|O89053|COR1A_MOUSE	758.62	440.7	1254	21960	23091	22008	1234.3	0	2262.7	188960	355.54	0	231.57	20627	19517	17648	0	5.9566	331.98	146300	718.56	455.7	1423.5	21235	21834	22100	2050.9	4486.6	2173.3	177900	335.97	0	312.8	19872	18390	17851	695.78	2985.8	310.36	137810
sp|O89079|COPE_MOUSE	0	233.24	0	0	0	251.69	0	0	0	4806	0	0	0	0	0	0	0	0	0	0	0	219.01	0	0	0	246.94	0	0	0	4525.4	0	0	0	0	0	0	0	0	0	0
sp|O89086|RBM3_MOUSE	5693	2680.1	4051.4	2294.5	1842.9	3041.3	5092	0	5767.5	90292	2731.9	3736.1	4027.6	1366	2135	1013.7	5442.5	0	3921.3	62386	5380.8	2529.6	4116.1	2391.5	2047.2	3127.5	5045.7	2292.5	5662.1	85120	2589.9	3515.9	3964.2	1541.6	2323.7	1122.3	5339.5	1287	3921.9	58731
sp|P00397|COX1_MOUSE	703.5	887.46	913.71	1061.4	1128.9	1041.6	772.3	0	1111.2	20807	0	0	0	0	0	0	0	0	0	0	666.48	839.35	909.94	1078.9	1128.2	1070.7	812.54	640.17	1082.1	19592	0	0	0	0	0	0	0	0	0	0
sp|P00405|COX2_MOUSE	798.03	690.08	495.07	394.99	649.84	536.67	534.52	3.1549	467.9	8752	0	0	0	0	0	325.5	0	0	256.65	1675.1	754.01	650.21	517.61	425.85	648.62	541.4	547.81	287.55	464.5	8241.2	0	0	0	0	0	310.81	0	0	242.35	1577.3
sp|P00416|COX3_MOUSE	2845.4	2491.3	2509.2	1883.4	2663.5	2526.2	1558.9	464.81	1316.9	38261	0	0	0	0	0	0	0	0	0	0	2691.3	2350	2545.7	1981.2	2677.9	2549.7	1633.2	1699	1309.6	36038	0	0	0	0	0	0	0	0	0	0
sp|P01887|B2MG_MOUSE	0	0	0	0	0	0	266.61	0	0	1613.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251.28	0	0	1519.2	0	0	0	0	0	0	0	0	0	0
sp|P14430|HA18_MOUSE;sp|P14429|HA17_MOUSE;sp|P01899|HA11_MOUSE;sp|P14431|HA19_MOUSE;sp|P01898|HA10_MOUSE;sp|P01902|HA1D_MOUSE	0	0	0	299.51	0	0	0	0	0	2784	0	0	0	0	0	0	0	0	0	0	0	0	0	284.43	0	0	0	0	0	2621.5	0	0	0	0	0	0	0	0	0	0
sp|P01900|HA12_MOUSE;sp|P01896|HA1Z_MOUSE;sp|P01895|HA1Y_MOUSE;sp|P01897|HA1L_MOUSE;sp|P06339|HA15_MOUSE;sp|P14427|HA14_MOUSE	0	331.44	0	1319.5	1510.9	593.77	0	0	0	12141	0	0	0	0	0	0	0	0	0	0	0	315.8	0	1282.9	1422.7	610.57	0	0	0	11432	0	0	0	0	0	0	0	0	0	0
sp|P84244|H33_MOUSE;sp|P02301|H3C_MOUSE;sp|P68433|H31_MOUSE	0	0	0	0	0	0	0	0	0	0	1450.1	657.48	1157.6	375.09	304.67	0	0	0	0	10337	0	0	0	0	0	0	0	0	0	0	1371.1	619.49	1171.4	396.34	355.23	0	0	0	0	9733.6
sp|P02340|P53_MOUSE	370.88	291.35	426.39	252.22	0	237.78	2980.6	26.027	2280.2	23427	0	0	0	0	0	0	0	0	0	0	351.16	275.01	425.05	257.31	0	244.79	2871.7	349.79	2279.6	22060	0	0	0	0	0	0	0	0	0	0
sp|P02463|CO4A1_MOUSE	650.97	747.25	1035	489.78	372.21	523.06	1712.7	0	737.67	15816	243.5	502.98	287.06	289.46	331.54	0	358.69	0	461.11	6544.9	617.42	704.44	1014.5	519.14	434.89	546.03	1652.3	0	769.21	14893	230.58	473.93	287.14	305.59	334.3	0	366.61	0	450.64	6162.8
sp|P02468|LAMC1_MOUSE	0	0	262.61	0	0	0	0	0	0	4777.6	679.59	0	457.63	0	0	0	398.35	0	393.84	16219	0	0	246.12	0	0	0	0	0	0	4652.5	642.24	0	455.34	0	0	0	386.23	0	388.79	15540
sp|P02469|LAMB1_MOUSE	0	328.6	0	0	0	0	286.53	0	240.98	5804.6	0	0	0	0	0	0	0	0	0	0	0	308.55	0	0	0	0	276.65	0	239.71	5465.7	0	0	0	0	0	0	0	0	0	0
sp|P05063|ALDOC_MOUSE;sp|Q91Y97|ALDOB_MOUSE	0	0	0	0	0	0	0	0	0	688.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.1	0	0	0	0	0	0	0	0	0	0
sp|P05064|ALDOA_MOUSE	10775	7576.7	10586	40922	44462	42962	11032	608.6	11484	453220	8390.7	10058	7135.9	33376	34561	31131	9535.2	0	9996	354170	10194	7307.2	11002	40007	42647	43209	12746	8673.7	11296	426690	7935	9623.9	7503.9	32810	33099	31525	10853	6464.4	9825	333430
sp|P68181|KAPCB_MOUSE;sp|P05132|KAPCA_MOUSE	0	0	0	0	0	0	0	0	0	0	1118.5	1241.8	963.25	1249.9	1855.8	2173.9	2515.2	0	1808.8	31835	0	0	0	0	0	0	0	0	0	0	1057.8	1173.2	991.04	1297.7	1839.3	2167.6	2509.2	820.46	1814.7	29971
sp|P05201|AATC_MOUSE	861.09	1101.9	972.31	1437.8	1463.1	1513	350.94	0	0	23281	1584.5	2025.3	1307.1	2550	2447.2	2043.5	1118.8	0	1273	36279	815.23	1042.8	976.57	1457	1439.7	1536.6	389.16	361.31	0	21919	1498.3	1916.2	1343.6	2578.1	2397.4	2111.9	1206.9	491.46	1249.5	34158
sp|P05202|AATM_MOUSE	14679	16612	15303	14759	13902	15955	12159	263.73	13086	314350	25370	25384	21777	20567	24954	22373	18729	1515.8	21189	447460	13889	15682	15353	15286	14149	16281	12479	5993.6	12873	295900	23993	23952	22117	21412	25050	22880	19431	11443	20788	421290
